Run ID,Cores,Sim Duration,Average Task Duration,Load,CPU Load,Task Load,Work Steal Load,95% Tail Latency,99.9% Tail Latency,Median Latency,99% Tail Latency,Tasks Stolen,Average Number of Steals,Throughput,Real Load, Parks Per Second,Successful Work Steal Time,Unsuccessful Work Steal Time,Non Work Conserving Time,Allocation Time,Task Time,Distracted Time,Unpaired Time,Paired Time,Average Requeue Wait Time,Flag Task Time,Avg Time From Alloc to Task,Avg Steals Per Task,Flag Response Rate,Flag Rate,Tasks Flag Stolen,Average Steals Per Flag,Avg Core Flag Wait Time,Avg Task Flag Wait Time,Avg Queueing Time,Avg High Latency Task Flag Wait Time,Avg Flag Set Delay Time,Avg High Latency Flag Set Delay Time,Avg Flagged Task Service Time,Avg Flagged Task Time Left,Pct Flagged Queues Non-empty,Description
3-01-26_06:50:56,32,100000000,1000,0.5,99.99983800012474,94.99738986361356,0.0,69985289.39999998,94037986.26400001,35240034.0,85045752.56,56.650341250529166,1.3672788689951823,2905487.7627744228,9.07964925867007,0.0,0,0,369683,0,3039914133,159702500,213981,166666,36397365.052175924,3428100,0,1.3672788689951823,186999.85601011087,343049.7358517034,56.650341250529166,10.831283422459894,40.02681430435299,71613.6758231504,35683800.34447201,0,25128876.99743168,0,0,0,0.0,"bimodal_flag"
